customerID,SharedDriverContribution,PrimaryLever,SecondaryLever,PrimaryLeverContribution,SHAP_Service_quality,SHAP_Billing_and_payment,SHAP_Protection_and_support,SHAP_Engagement_and_bundling,SHAP_Price_and_plan_fit
8466-PZBLH,-1.4323035,Price and plan fit,Engagement and bundling,0.36828542,0.18684156,-0.24884377,-0.23670048,0.23938566,0.36828542
9614-RMGHA,0.5512553,Service quality,Protection and support,0.28744528,0.28744528,-0.14111753,0.12715277,0.0272278,-0.108986996
8735-IJJEG,0.4991359,Protection and support,Price and plan fit,0.10621109,-0.3185674,-0.4253603,0.10621109,-0.18411814,-0.10065852
0564-MUUQK,0.4969261,Service quality,Price and plan fit,0.31281838,0.31281838,-0.11089827,-0.08876699,0.09793277,0.16995937
5054-IEXZT,0.65310675,Billing and payment,Service quality,0.30363536,0.28911248,0.30363536,0.10373543,-0.13654158,0.22796282
5834-ASPWA,0.6503216,Billing and payment,Service quality,0.33087635,0.2925036,0.33087635,0.14748341,-0.045625564,0.19658557
0701-RFGFI,0.4815036,Service quality,Engagement and bundling,0.30076328,0.30076328,-0.10372535,0.16839004,0.1938908,0.00090421736
0019-EFAEP,-1.5543507,Price and plan fit,Service quality,0.1690647,0.16696072,-0.13658221,-0.24244383,-0.0046499018,0.1690647
5619-PTMIK,0.46097952,Billing and payment,Price and plan fit,0.073343016,-0.31770065,0.073343016,-0.15652405,-0.12102448,-0.11536571
3737-XBQDD,0.5763713,Service quality,Protection and support,0.33338818,0.33338818,-0.12093895,0.118110985,-0.097892895,-0.10350369
5882-CMAZQ,0.53660005,No actionable lever,Billing and payment,-0.04393051,-0.25431475,-0.050187983,-0.17452313,-0.04393051,-0.074031696
5846-QFDFI,0.5546329,Service quality,Price and plan fit,0.31039676,0.31039676,-0.3138792,-0.09812939,-0.075542375,0.00051238015
4445-KWOKW,-0.70005774,No actionable lever,Price and plan fit,-0.069257036,-0.2753489,-0.069257036,-0.19292518,-0.24487968,-0.17311625
3511-APPBJ,-0.54485184,Price and plan fit,Service quality,0.35551873,0.23382072,-0.085002385,-0.11425247,0.22196458,0.35551873
7967-HYCDE,0.61808187,Service quality,Protection and support,0.35142672,0.35142672,-0.3541726,0.11352228,-0.17663132,0.0076982193
2430-RRYUW,-0.6891561,No actionable lever,Protection and support,-0.15405285,-0.1864503,-0.15405285,-0.17522463,-0.33895522,-0.27673402
3948-XHGNA,0.48729086,No actionable lever,Billing and payment,-0.11002884,-0.33318117,-0.15396132,-0.16878675,-0.22002847,-0.11002884
3723-BFBGR,0.48368892,Protection and support,Engagement and bundling,0.086784095,-0.3758841,-0.33224642,0.086784095,-0.102038704,-0.14026746
0565-IYCGT,-0.45860142,Engagement and bundling,Billing and payment,0.14539115,-0.1923222,-0.09216854,-0.3311928,0.14539115,-0.16306251
5447-WZAFP,-0.5339672,Service quality,Engagement and bundling,0.22487618,0.22487618,-0.10609798,0.113968946,0.21313892,0.14776057
5110-CHOPY,-1.4691436,Engagement and bundling,Billing and payment,0.3167753,-0.16558158,0.193294,-0.087666914,0.3167753,-0.1504197
5445-UTODQ,0.6255378,Service quality,Billing and payment,0.36564273,0.36564273,0.3381812,0.1349191,-0.06966803,0.005319968
4425-OWHWB,-0.7648531,Protection and support,Billing and payment,0.0709733,-0.58473134,-0.09005011,0.0709733,-0.35752606,-0.6616745
7892-QVYKW,0.5245298,Service quality,Protection and support,0.32263637,0.32263637,-0.06297851,0.12913747,0.045389496,-0.22887376
9675-ICXCT,-1.5076135,Billing and payment,Engagement and bundling,0.4063161,-0.17968622,0.4063161,-0.33400998,0.021913541,-0.20179252
1024-VRZHF,0.6087836,Billing and payment,Service quality,0.3698329,0.34756833,0.3698329,0.12835705,-0.07068713,0.107401714
4703-MQYKT,-1.4159317,Protection and support,Engagement and bundling,0.073050156,-0.54433364,-0.3847911,0.073050156,-0.2148571,-0.5408713
9497-QCMMS,0.59216195,Price and plan fit,Service quality,0.41244048,0.29514807,0.29321516,0.15864685,0.1669104,0.41244048
5692-ICXLW,0.54997516,Billing and payment,Service quality,0.3293213,0.3205092,0.3293213,0.10353233,0.060000125,-0.058326498
0602-DDUML,-1.4493246,No actionable lever,Protection and support,-0.070956916,-0.17473304,-0.337879,-0.10446249,-0.070956916,-0.28895205
2208-MPXIO,-1.5010269,Protection and support,Billing and payment,0.07649537,-0.5032289,-0.07385897,0.07649537,-0.20836851,-0.48320788
1960-UYCNN,0.5578375,Service quality,Billing and payment,0.35802445,0.35802445,0.31672657,0.10985573,0.10716329,0.31089795
0348-SDKOL,0.43387643,Service quality,Engagement and bundling,0.28536323,0.28536323,-0.102123104,-0.08405488,0.20820239,0.17591098
3190-FZATL,0.47354507,Protection and support,Engagement and bundling,0.07736681,-0.82915384,-0.4490445,0.07736681,-0.16929927,-0.3938356
7336-RLLRH,-0.4789191,Engagement and bundling,Price and plan fit,0.30743366,-0.2163126,-0.30251876,-0.27453774,0.30743366,-0.12104495
4373-MAVJG,0.56614727,Service quality,Protection and support,0.33664575,0.33664575,-0.07286315,0.103498735,0.0767707,0.03819009
8901-HJXTF,0.52938116,Protection and support,Engagement and bundling,0.109381214,-0.31873906,-0.4140044,0.109381214,0.015197456,-0.10482196
7710-JSYOA,-1.6475896,Service quality,Engagement and bundling,0.19811702,0.19811702,-0.078013666,-0.1262184,0.089138806,-0.20302184
5419-KLXBN,0.5773826,Service quality,Protection and support,0.34338915,0.34338915,-0.1143644,0.107562214,-0.07756785,-0.005569767
3424-NMNBO,-0.5535787,Price and plan fit,Billing and payment,0.3889516,0.20284003,0.28238758,-0.20303246,0.23084947,0.3889516
9885-MFVSU,-1.5061888,No actionable lever,Billing and payment,-0.027086366,-0.25284564,-0.09366696,-0.34551364,-0.027086366,-0.3240918
4514-GFCFI,0.5794948,Billing and payment,Service quality,0.3628345,0.30629694,0.3628345,0.13267899,0.069078006,-0.01002159
0607-MVMGC,-0.48282528,Engagement and bundling,Protection and support,0.30814415,-0.19708583,-0.26306716,0.1064187,0.30814415,-0.17935103
3365-SAIGS,0.571325,Billing and payment,Service quality,0.3959691,0.31491822,0.3959691,0.09334829,-0.039203968,-0.08828819
9828-AOQLM,0.5991529,Billing and payment,Protection and support,0.32094815,-0.23454769,0.32094815,0.13763452,-0.14899044,0.107659526
8022-BECSI,-0.71568996,Protection and support,Engagement and bundling,0.072589286,-0.54814637,-0.33404332,0.072589286,-0.32377073,-0.36666977
8000-REIQB,0.6495074,Billing and payment,Service quality,0.29883707,0.28921586,0.29883707,0.14145885,-0.1583524,0.23228085
9993-LHIEB,-1.4748225,No actionable lever,Service quality,-0.015766123,-0.1630743,-0.30966866,-0.27429897,-0.015766123,-0.33943138
0266-CLZKZ,-1.4648596,Engagement and bundling,Service quality,0.23626216,0.20532566,-0.051034562,-0.059725896,0.23626216,0.18853287
7615-ESMYF,0.5388688,Engagement and bundling,Protection and support,0.22579055,-0.22015269,-0.024752479,0.14957528,0.22579055,-0.120523386
3858-VOBET,0.5640106,Billing and payment,Service quality,0.3939572,0.32419294,0.3939572,0.13281308,-0.09549494,-0.16739866
7020-OZKXZ,0.607715,Service quality,Protection and support,0.33768678,0.33768678,-0.35987183,0.106822096,-0.17290352,-0.10844646
3977-QCRSL,0.538224,Protection and support,Engagement and bundling,0.06587752,-0.8752912,-0.34339628,0.06587752,-0.2143904,-0.4520838
0017-DINOC,-1.4499861,Engagement and bundling,Service quality,0.017232828,-0.1700895,-0.24347524,-0.33816057,0.017232828,-0.2349407
1447-PJGGA,-1.5675824,Billing and payment,Service quality,0.37626016,0.21709877,0.37626016,0.16958761,0.09379826,0.05241169
8565-CLBZW,0.57567245,Service quality,Protection and support,0.34019464,0.34019464,-0.15807553,0.14290127,0.041716993,0.060451664
9139-WQQDY,-0.521595,Price and plan fit,Engagement and bundling,0.33507073,0.22210903,-0.30066165,0.099401936,0.3148031,0.33507073
0224-HJAPT,0.52900934,Protection and support,Billing and payment,0.122932136,-0.25560477,-0.044105522,0.122932136,-0.07119304,-0.10057887
8086-OVPWV,0.6188217,Billing and payment,Service quality,0.2949261,0.29455766,0.2949261,0.14306282,-0.09666445,0.16629612
9430-FRQOC,0.64827573,Service quality,Price and plan fit,0.30692202,0.30692202,-0.115614496,-0.067809686,-0.039099324,0.15802656
7639-OPLNG,-1.4653981,No actionable lever,Billing and payment,-0.061443135,-0.18706322,-0.14087988,-0.3769437,-0.061443135,-0.3286252
3074-GQWYX,0.6321701,Service quality,Protection and support,0.315835,0.315835,-0.06793923,0.1375904,-0.06488277,-0.037918232
1492-QGCLU,0.42355162,Engagement and bundling,Billing and payment,0.15374225,-0.31325254,0.06748095,-0.32580772,0.15374225,-0.10976067
6845-RGTYS,0.5059394,Billing and payment,Service quality,0.36757362,0.2866514,0.36757362,-0.23335549,0.061927572,0.012991823
7328-OWMOM,-0.6762557,Protection and support,Engagement and bundling,0.06871269,-0.54177094,-0.31822637,0.06871269,-0.29959017,-0.53462964
4418-LZMSV,0.49219483,No actionable lever,Price and plan fit,-0.083577484,-0.3825625,-0.38794744,-0.083577484,-0.15001866,-0.12379715
5155-AZQPB,0.4888659,Protection and support,Engagement and bundling,0.11913196,-0.312542,-0.37890443,0.11913196,-0.10475311,-0.20105734
8861-HGGKB,0.57435304,Service quality,Protection and support,0.34491777,0.34491777,-0.04420746,0.12309171,0.042265348,0.025538009
1087-GRUYI,-1.4391217,Protection and support,Engagement and bundling,0.061883777,-0.4942096,-0.27308658,0.061883777,-0.21294034,-0.5151024
7065-YUNRY,0.6097572,Protection and support,Price and plan fit,0.13702959,-0.23202455,-0.114763014,0.13702959,-0.16611356,0.108938165
7694-VLBWQ,-0.53549147,Price and plan fit,Engagement and bundling,0.2988102,0.2222184,0.04081232,0.08498082,0.28969157,0.2988102
2546-KZAAT,-0.47163963,Engagement and bundling,Billing and payment,0.20586249,-0.20591597,-0.13751595,-0.17805372,0.20586249,-0.20658141
0181-RITDD,-1.2643104,Price and plan fit,Service quality,0.5621671,0.18605606,-0.26306248,-0.30529413,0.028345266,0.5621671
5989-PGKJB,0.56113905,Billing and payment,Service quality,0.34224498,0.3072682,0.34224498,0.094801836,-0.09534408,-0.061777327
4795-KTRTH,0.6255623,Billing and payment,Service quality,0.3264829,0.30952677,0.3264829,0.094622,-0.048478678,0.023484219
8272-ONJLV,-0.6841924,Service quality,Price and plan fit,0.25531256,0.25531256,3.1102216e-05,0.13105957,0.13881612,0.23014179
1488-PBLJN,-1.5407134,Service quality,Price and plan fit,0.16867878,0.16867878,-0.08919185,-0.42356977,0.063203596,0.13018385
0308-GIQJT,-0.5484529,Engagement and bundling,Price and plan fit,0.31488025,0.18004164,-0.27518243,-0.07385138,0.31488025,0.25545946
3778-FOAQW,-0.67646146,Protection and support,Engagement and bundling,0.067654066,-0.5684546,-0.36711589,0.067654066,-0.325182,-0.5041635
4452-ROHMO,-1.5114093,Protection and support,Engagement and bundling,0.058295388,-0.54711336,-0.32232687,0.058295388,-0.24391614,-0.6223101
6481-OGDOO,-0.60271937,Service quality,Engagement and bundling,0.2022098,0.2022098,-0.081624664,-0.168644,0.038755257,-0.13779902
3090-LETTY,0.5691283,No actionable lever,Price and plan fit,-0.02068686,-0.292729,-0.30334312,-0.25130758,-0.02068686,-0.110000685
5349-AZPEW,0.59199536,Protection and support,Price and plan fit,0.1304924,-0.247615,-0.37097394,0.1304924,-0.00017213821,0.003240049
3753-TSEMP,0.5415994,Service quality,Protection and support,0.32608423,0.32608423,-0.045379024,0.14045992,0.05183562,-0.08638047
8305-VHZBZ,0.61939096,Protection and support,Price and plan fit,0.09799097,-0.66262156,-0.09563292,0.09799097,-0.16889176,0.02929525
9720-JJJOR,-0.70171934,No actionable lever,Price and plan fit,-0.0970838,-0.20633428,-0.0970838,-0.1699333,-0.31303194,-0.1288217
8100-HZZLJ,0.45510522,Billing and payment,Price and plan fit,0.320439,-0.32745126,0.320439,-0.21271421,-0.05583961,-0.010330584
8775-ERLNB,0.6295738,Service quality,Price and plan fit,0.28806254,0.28806254,0.00082307216,0.13216221,-0.051697697,0.23596682
8309-IEYJD,0.66588426,Service quality,Price and plan fit,0.2928638,0.2928638,-0.105905816,0.14057629,-0.15730058,0.23370877
9172-JITSM,0.54486144,Billing and payment,Service quality,0.34109974,0.3370986,0.34109974,0.14931206,0.058801264,0.15713115
6298-QDFNH,0.5719421,Billing and payment,Service quality,0.38591337,0.30800486,0.38591337,0.09307913,-0.07594408,-0.09229032
7398-HPYZQ,-1.5373368,Engagement and bundling,Service quality,0.116016045,-0.16832787,-0.26170596,-0.36990514,0.116016045,-0.21783514
3546-GHEAE,-1.549719,Protection and support,Engagement and bundling,0.06021867,-0.5810403,-0.30751383,0.06021867,-0.2441983,-0.63534546
7361-YPXFS,0.47926566,No actionable lever,Protection and support,-0.06055344,-0.37140378,-0.2894821,-0.09473939,-0.06055344,-0.2486999
6557-BZXLQ,0.553654,Service quality,Protection and support,0.3041385,0.3041385,-0.040437825,0.116315514,-0.17983837,-0.05698315
2550-QHZGP,-0.69748086,Protection and support,Engagement and bundling,0.068186425,-0.6301084,-0.36721507,0.068186425,-0.31827253,-0.59162474
7519-JTWQH,-1.2976141,Price and plan fit,Service quality,0.5848589,0.20230037,-0.05038755,-0.098382786,0.18702461,0.5848589
2538-OIMXF,0.63821906,Protection and support,Price and plan fit,0.13699216,-0.2271315,-0.34055632,0.13699216,0.007143572,0.015437052
8543-MSDMF,0.5315038,Billing and payment,Engagement and bundling,0.33300602,-0.30511415,0.33300602,-0.18951423,0.035982795,-0.07394898
9961-JBNMK,0.500144,Service quality,Protection and support,0.31366423,0.31366423,-0.117212094,0.1409222,0.10350858,0.1378355
1170-SASML,0.55509174,Service quality,Protection and support,0.2787391,0.2787391,-0.12848918,0.12849556,-0.13086027,-0.1576415
4872-JCVCA,-1.4737337,No actionable lever,Service quality,-0.10985477,-0.1461757,-0.15179858,-0.43574017,-0.10985477,-0.19985765
5346-BZCHP,-1.4591736,Protection and support,Engagement and bundling,0.0724642,-0.49569994,-0.31025836,0.0724642,-0.22266084,-0.5773435
2038-LLMLM,0.44717354,Billing and payment,Service quality,0.32579613,0.29618523,0.32579613,-0.052458864,0.2086716,0.1827302
6173-ITPWD,0.5632534,Service quality,Protection and support,0.2987939,0.2987939,-0.11706423,0.13260132,-0.068942755,-0.12582852
9734-UYXQI,0.5817787,Billing and payment,Protection and support,0.33994344,-0.23686996,0.33994344,0.15108387,-0.013784707,-0.053832315
1216-BGTSP,0.39336875,Service quality,Price and plan fit,0.29082617,0.29082617,-0.12284756,-0.30820465,0.18631288,0.2510218
4138-NAXED,0.5504666,Service quality,Protection and support,0.30174834,0.30174834,-0.34344578,0.110929176,-0.10537484,-0.12320646
2189-UXTKY,0.46199417,Billing and payment,Engagement and bundling,0.36333972,-0.34744123,0.36333972,-0.30428323,0.17372654,0.026039843
0744-BIKKF,-1.5413623,Engagement and bundling,Service quality,0.10449335,-0.16069113,-0.26225463,-0.37172195,0.10449335,-0.21583703
7483-IQWIB,0.5444007,Billing and payment,Service quality,0.37037957,0.30388996,0.37037957,0.09403838,0.055637002,-0.0866306
5248-KWLAR,-1.4888625,Billing and payment,Engagement and bundling,0.21013142,-0.18165736,0.21013142,-0.3857676,0.063606456,-0.1674785
4958-GZWIY,0.50252706,Protection and support,Price and plan fit,0.12230945,-0.33660573,0.016022302,0.12230945,-0.16453874,0.05635359
7996-MHXLW,-1.4733269,Protection and support,Billing and payment,0.08274591,-0.5341837,-0.085932545,0.08274591,-0.15400094,-0.6951431
7833-PKIHD,-0.44776443,Engagement and bundling,Billing and payment,0.19971432,-0.21077034,-0.08950212,-0.3213849,0.19971432,-0.3025772
7061-OVMIM,-0.734588,Protection and support,Billing and payment,0.07054427,-0.5622103,-0.22899789,0.07054427,-0.35904568,-0.6577911
5153-RTHKF,0.5366059,Service quality,Protection and support,0.3202938,0.3202938,0.00884693,0.12858607,0.05690924,0.0126689
1852-QSWCD,-1.4598982,Protection and support,Billing and payment,0.08895499,-0.49574745,-0.15620227,0.08895499,-0.16799356,-0.49331194
4832-VRBMR,-0.5308297,Engagement and bundling,Price and plan fit,0.3337524,0.21222553,-0.056152668,0.10256968,0.3337524,0.2527778
9079-LWTFD,0.48586494,Service quality,Price and plan fit,0.28088626,0.28088626,-0.3515715,-0.33945754,0.051309057,0.07940479
6356-ELRKD,0.5823289,Price and plan fit,Billing and payment,0.4904667,0.2847083,0.3021549,-0.1401652,0.04297113,0.4904667
8624-GIOUT,0.48198932,No actionable lever,Engagement and bundling,-0.020576539,-0.31388965,-0.1301448,-0.18679567,-0.11524522,-0.020576539
3392-EHMNK,-1.5003651,Service quality,Price and plan fit,0.19584773,0.19584773,-0.26630938,-0.1144724,0.027637688,0.09655405
5986-WWXDV,-0.7350166,Protection and support,Billing and payment,0.06635149,-0.5551748,-0.23101386,0.06635149,-0.35804522,-0.66289574
3061-BCKYI,0.50030243,Protection and support,Engagement and bundling,0.07207541,-0.88267684,-0.3864604,0.07207541,-0.21724294,-0.4745668
6179-GJPSO,0.397153,Price and plan fit,Service quality,0.28360498,0.27803284,-0.10820523,-0.33394,0.048227098,0.28360498
7901-TBKJX,0.4605586,Billing and payment,Service quality,0.3515097,0.27762783,0.3515097,0.17762655,0.21235317,0.04437107
7228-PAQPD,-0.5140569,Engagement and bundling,Protection and support,0.06967095,-0.22169569,-0.32972318,-0.03959211,0.06967095,-0.11474131
3177-LASXD,0.6315669,Service quality,Price and plan fit,0.29057318,0.29057318,-0.016580425,0.12887973,-0.15940255,0.23108533
7746-QYVCO,-0.72535026,No actionable lever,Billing and payment,-0.077181146,-0.21875815,-0.10043741,-0.17815235,-0.2908336,-0.077181146
5804-HYIEZ,0.4199995,Billing and payment,Service quality,0.2873313,0.27856743,0.2873313,-0.23557703,0.19421591,0.19215143
9919-FZDED,-1.5314343,Engagement and bundling,Billing and payment,0.13779175,-0.14581984,-0.12785067,-0.22525994,0.13779175,-0.21881777
5934-TSSAU,0.5706162,Service quality,Protection and support,0.32838893,0.32838893,-0.12199245,0.12647837,-0.18417594,-0.17280519
3486-KHMLI,0.47009453,Protection and support,Engagement and bundling,0.08597178,-0.8192319,-0.41100672,0.08597178,-0.081406415,-0.2557495
4897-QSUYC,0.6198684,Protection and support,Price and plan fit,0.096331455,-0.6552569,-0.09380127,0.096331455,-0.16654523,0.061703444
1084-UQCHV,0.6551632,Service quality,Price and plan fit,0.29015505,0.29015505,-0.31708038,0.12974972,-0.14866416,0.23923177
8290-YWKHZ,0.5307891,Billing and payment,Service quality,0.3159286,0.31533265,0.3159286,0.1476486,0.17138667,0.0061455853
2955-BJZHG,0.5557008,Service quality,Protection and support,0.3139332,0.3139332,0.003489006,0.12330909,-0.061885044,-0.1134187
3806-DXQOM,0.56346214,Billing and payment,Engagement and bundling,0.33564436,-0.25896484,0.33564436,-0.19691291,0.006529659,-0.1511244
6784-XYJAE,-0.7040151,Billing and payment,Protection and support,0.15095817,-0.20542882,0.15095817,0.106235646,-0.20197521,-0.15827288
3933-DQPWX,-1.4647075,No actionable lever,Protection and support,-0.101120986,-0.16148236,-0.2323357,-0.13443518,-0.101120986,-0.28129652
6661-EIPZC,0.5052099,No actionable lever,Billing and payment,-0.06146612,-0.29862037,-0.13611326,-0.13738197,-0.06146612,-0.21426624
8957-THMOA,-1.4204512,Protection and support,Engagement and bundling,0.069535725,-0.48971003,-0.21935901,0.069535725,-0.19269086,-0.3410455
2251-PYLPB,-1.5211699,Engagement and bundling,Service quality,0.07432539,-0.15446974,-0.24420118,-0.35945237,0.07432539,-0.27718607
5555-RNPGT,0.4888124,Protection and support,Engagement and bundling,0.082245655,-0.88613653,-0.34718955,0.082245655,-0.07202527,-0.21689242
1057-FOGLZ,0.48555067,Protection and support,Engagement and bundling,0.08168826,-0.8211806,-0.37955573,0.08168826,-0.23741321,-0.51911116
9300-RENDD,0.648413,Billing and payment,Service quality,0.3240443,0.29416558,0.3240443,0.14898491,-0.057892743,0.23051402
0761-AETCS,0.5805978,Protection and support,Billing and payment,0.07526408,-0.7184994,-0.03778124,0.07526408,-0.16647089,-0.21680944
8087-LGYHQ,0.5654837,Service quality,Billing and payment,0.34464976,0.34464976,0.34287986,0.13864328,0.062043227,0.18922764
4137-BTIKL,0.6004391,Service quality,Price and plan fit,0.27155828,0.27155828,-0.33951867,-0.19570021,0.042079084,0.12846886
2190-BCXEC,0.55611414,Service quality,Protection and support,0.30712634,0.30712634,-0.118238874,-0.082217366,-0.09396283,-0.12559916
6227-FBDXH,-0.55651367,Engagement and bundling,Service quality,0.33375767,0.21320386,-0.3131749,0.1481678,0.33375767,0.10384286
2153-MREFK,-0.60068417,Billing and payment,Service quality,0.3287561,0.21809858,0.3287561,-0.25060073,0.14137079,0.1871583
2911-WDXMV,0.5830895,Service quality,Protection and support,0.3166924,0.3166924,-0.1160006,0.1317548,-0.07318949,-0.104003236
7206-PQBBZ,0.6061534,Service quality,Billing and payment,0.3464569,0.3464569,0.3283642,0.14071348,-0.23296657,-0.18297534
3106-ULWFW,0.58963084,Service quality,Protection and support,0.36220366,0.36220366,-0.06537968,0.13213725,0.0668071,0.019614734
0925-VYDLG,0.6091163,Service quality,Protection and support,0.29385602,0.29385602,-0.03862686,0.13861482,-0.0125243245,0.0021641105
4547-FZJWE,-0.4665242,Engagement and bundling,Price and plan fit,0.069423296,-0.1841631,-0.2273388,-0.17372467,0.069423296,-0.07795016
7422-WNBTY,0.52351415,Billing and payment,Service quality,0.32652187,0.31390855,0.32652187,0.10220134,0.011349607,-0.0095894635
0842-IWYCP,0.48291358,Protection and support,Price and plan fit,0.12414333,-0.29979867,-0.31784767,0.12414333,-0.23646745,-0.21909522
3521-HTQTV,-1.4117289,Protection and support,Engagement and bundling,0.08290713,-0.49209708,-0.22553864,0.08290713,-0.09271267,-0.25159258
3744-ZBHON,0.53524846,Protection and support,Billing and payment,0.08289418,-0.91325796,-0.04080978,0.08289418,-0.22563219,-0.53253394
3373-DIUUN,-1.4780388,Protection and support,Engagement and bundling,0.06693598,-0.5318168,-0.30604288,0.06693598,-0.24219546,-0.5789022
8383-SGHJU,-0.68595403,Billing and payment,Price and plan fit,0.13133585,-0.28527525,0.13133585,-0.22976746,-0.19192052,-0.16004997
7607-QKKTJ,-0.579159,Service quality,Engagement and bundling,0.22195148,0.22195148,-0.054957647,0.12076722,0.21118343,0.022886626
7707-PYBBH,0.47480166,No actionable lever,Engagement and bundling,-0.15934224,-0.39123958,-0.15934224,-0.4139991,-0.19698004,-0.28052422
8984-HPEMB,-1.5080278,Billing and payment,Service quality,0.30088246,0.17925885,0.30088246,-0.4129735,0.056698997,0.14553864
4349-GFQHK,0.57418454,Protection and support,Price and plan fit,0.1288284,-0.23227799,0.0013710773,0.1288284,-0.060665365,0.11652711
4139-DETXS,-1.5311592,Engagement and bundling,Service quality,0.107780054,-0.14281821,-0.2582003,-0.44103894,0.107780054,-0.32853878
9779-DPNEJ,0.55281717,Billing and payment,Service quality,0.3407128,0.3146069,0.3407128,0.14091049,-0.078186005,-0.11720868
9805-FILKB,-0.688273,Protection and support,Billing and payment,0.073744394,-0.5648351,-0.067240395,0.073744394,-0.3190165,-0.55636984
5793-YOLJN,-1.4568776,Protection and support,Engagement and bundling,0.080547914,-0.54141617,-0.30816504,0.080547914,-0.25059775,-0.60425967
0673-IGUQO,0.60684955,Protection and support,Price and plan fit,0.0874657,-0.66759884,-0.32388434,0.0874657,-0.1699419,0.005351886
4123-FCVCB,-0.5383928,Engagement and bundling,Protection and support,0.29306293,-0.23881118,-0.08463123,-0.06776075,0.29306293,-0.13886654
8819-IMISP,0.5574938,Billing and payment,Service quality,0.35464454,0.31829983,0.35464454,0.103348225,-0.08966395,-0.09073001
7802-EFKNY,0.57723475,Billing and payment,Protection and support,0.37310997,-0.26432618,0.37310997,0.14701839,0.062044635,-0.099543735
8311-UEUAB,-1.4990214,Billing and payment,Engagement and bundling,0.3771952,-0.1968618,0.3771952,-0.13433374,0.21811005,-0.27361083
5858-EAFCZ,0.59801954,Protection and support,Price and plan fit,0.1247651,-0.22829825,-0.34331852,0.1247651,-0.16988444,0.10548876
8035-BUYVG,-0.74491024,Billing and payment,Engagement and bundling,0.3783283,-0.20426795,0.3783283,-0.11655944,-0.06483933,-0.24989238
1163-ONYEY,0.4845124,No actionable lever,Price and plan fit,-0.0026652385,-0.32626146,-0.13015912,-0.1953309,-0.0026652385,-0.05739356
9787-XVQIU,0.6503216,Billing and payment,Service quality,0.33087635,0.2925036,0.33087635,0.14748341,-0.045625564,0.19658557
8945-MUQUF,-0.7757486,Billing and payment,Service quality,0.3990805,0.21698989,0.3990805,-0.19039199,-0.032897096,0.2051428
5656-MJEFC,-1.4865147,No actionable lever,Service quality,-0.011934925,-0.17873615,-0.25960994,-0.3239886,-0.011934925,-0.23930871
6082-OQFBA,-0.7010561,Protection and support,Billing and payment,0.072347626,-0.542341,-0.30182904,0.072347626,-0.3132509,-0.39069727
8051-HJRLT,0.6495074,Billing and payment,Service quality,0.29883707,0.29004043,0.29883707,0.14145885,-0.1583524,0.23063174
8974-OVACP,0.60732704,Protection and support,Price and plan fit,0.08580619,-0.6549561,-0.32075897,0.08580619,-0.16759537,0.0695368
4010-YLMVT,0.41873807,Service quality,Price and plan fit,0.27706468,0.27706468,-0.105187215,-0.22398354,0.17426348,0.20768009
1379-FRVEB,0.58685946,Billing and payment,Service quality,0.35194802,0.32980627,0.35194802,0.10315316,0.09217847,-0.011926625
8612-GXIDD,-1.5822994,Protection and support,Engagement and bundling,0.08690853,-0.58336353,-0.058294795,0.08690853,-0.056188457,-0.46574834
6288-CHQJB,-1.4773308,No actionable lever,Service quality,-0.02393861,-0.17422818,-0.23347653,-0.27793223,-0.02393861,-0.3768705
8160-HOWOX,0.49977702,Billing and payment,Protection and support,0.3295064,-0.3974683,0.3295064,0.14092083,0.05461,-0.02995072
3023-GFLBR,0.5181849,Service quality,Protection and support,0.31515643,0.31515643,-0.3106003,0.13188598,0.055101134,0.016102504
6648-INWPS,0.48053846,Protection and support,Billing and payment,0.08315706,-0.9156271,-0.0043748897,0.08315706,-0.2131478,-0.5537124
4223-BKEOR,-0.48782825,Engagement and bundling,Price and plan fit,0.05344076,-0.22169858,-0.33711624,-0.13895288,0.05344076,-0.08747283
4079-VTGLK,-1.4815084,Engagement and bundling,Protection and support,0.14896007,-0.25224176,0.098092504,0.13527824,0.14896007,-0.22079088
1763-WQFUK,0.5764482,No actionable lever,Protection and support,-0.002392292,-0.23404907,-0.13540517,-0.07262249,-0.16152541,-0.002392292
1391-UBDAR,0.58770925,Service quality,Protection and support,0.34606218,0.34606218,-0.0062611066,0.1149765,-0.22153491,-0.080075584
8894-JVDCV,-0.50478345,Price and plan fit,Engagement and bundling,0.41086248,0.19991574,-0.07481182,-0.33294195,0.20555733,0.41086248
2023-VQFDL,0.47069013,Protection and support,Billing and payment,0.064462654,-0.89515513,0.0068662036,0.064462654,-0.21890551,-0.8526711
1345-GKDZZ,0.5195866,Protection and support,Engagement and bundling,0.0859668,-0.91327655,-0.35009262,0.0859668,-0.21163416,-0.5225939
2014-MKGMH,-0.58970433,Billing and payment,Engagement and bundling,0.3197685,0.23301142,0.3197685,0.16564348,0.2830525,0.2681405
5628-FCGYG,0.5487802,Billing and payment,Service quality,0.36599416,0.30897534,0.36599416,0.14024179,0.03957602,-0.08292494
2560-WBWXF,-1.4077266,Protection and support,Billing and payment,0.08532064,-0.5175122,-0.09131927,0.08532064,-0.18053555,-0.4597001
0248-IPDFW,0.5942141,Billing and payment,Protection and support,0.3316777,-0.23600428,0.3316777,0.13946988,-0.05211649,0.08742907
7978-DKUQH,0.5611776,Billing and payment,Service quality,0.36695653,0.32625604,0.36695653,0.13014005,-0.19254276,-0.1523743
