customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ServiceCount,ChurnFlag,Cluster,CustomerSegment,TenureBand,ARPU,ChargeRatio,ContractRiskFlag,ValueTier,AutoPayFlag
8445-DNBAE,Male,0,No,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,50.05,50.05,No,0,0,0,New Budget,0-6 months,50.05,1.0,1,Medium,0
2951-QOQTK,Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.8,332.45,Yes,1,1,3,New High-Spend,0-6 months,83.1125,0.9721762671078358,1,High,1
2958-NHPPS,Male,0,No,No,23,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.85,473.9,No,0,0,0,New Budget,13-24 months,20.604347826086958,1.0119223464866007,1,Low,0
6806-YDEUL,Female,1,No,No,6,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.5,106.8,No,0,0,0,New Budget,0-6 months,17.8,1.095505617977528,1,Low,1
1735-XMJVH,Male,0,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.35,152.6,No,0,0,0,New Budget,7-12 months,19.075,1.0144167758846658,1,Low,0
6890-PFRQX,Male,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,69.5,1199.4,No,3,0,3,New High-Spend,13-24 months,66.63333333333334,1.0430215107553775,1,Medium,0
0222-CNVPT,Male,1,No,No,52,No,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),48.8,2555.05,No,3,0,2,Established Budget,49-72 months,49.135576923076925,0.9931703880550282,1,Medium,1
5899-OUVKV,Male,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,2979.2,No,3,0,3,New High-Spend,25-48 months,96.1032258064516,0.9833176691729324,1,Premium,0
8681-ICONS,Male,0,Yes,Yes,29,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.65,654.85,No,0,0,0,New Budget,25-48 months,22.58103448275862,0.9144842330304648,1,Low,0
1621-YNCJH,Female,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),106.05,3834.4,No,5,0,1,Established High-Value,25-48 months,106.51111111111112,0.995670769872731,0,Premium,1
3473-XIIIT,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0,1534.75,Yes,3,1,3,New High-Spend,13-24 months,95.921875,1.0425150676005863,1,Premium,0
6362-QHAFM,Male,0,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.3,4586.15,No,4,0,1,Established High-Value,25-48 months,109.1940476190476,0.9918123044383634,0,Premium,0
7893-IXHRQ,Male,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,20.55,20.55,Yes,0,1,0,New Budget,0-6 months,20.55,1.0,1,Low,0
3070-BDOQC,Female,0,No,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.65,5941.05,No,4,0,1,Established High-Value,49-72 months,99.0175,1.0063877597394402,0,Premium,0
2952-QAYZF,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.3,424.15,Yes,2,1,3,New High-Spend,0-6 months,84.83,1.0055404927502063,1,High,0
6234-PFPXL,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),95.9,2234.95,No,3,0,3,New High-Spend,13-24 months,101.58863636363635,0.9440032215485806,1,Premium,1
9824-QCJPK,Male,0,Yes,No,36,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.0,666.75,No,0,0,2,Established Budget,25-48 months,18.52083333333333,1.079865016872891,0,Low,0
4763-PGDPO,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.4,281.0,Yes,0,1,3,New High-Spend,0-6 months,70.25,1.002135231316726,1,Medium,0
4283-IVYCI,Male,0,No,No,9,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,64.95,547.8,No,3,0,3,New High-Spend,7-12 months,60.86666666666666,1.0670865279299016,1,Medium,0
1866-OBPNR,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.6,74.6,No,1,0,3,New High-Spend,0-6 months,74.6,1.0,1,High,1
8205-MQUGY,Male,0,Yes,Yes,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.2,571.15,No,1,0,0,New Budget,7-12 months,47.59583333333333,1.0337039306662,1,Medium,0
8970-ANWXO,Female,0,No,No,23,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,73.75,1756.6,No,3,0,3,New High-Spend,13-24 months,76.37391304347825,0.9656438574518958,0,High,0
9480-BQJEI,Male,0,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),92.3,5731.45,No,3,0,1,Established High-Value,49-72 months,92.44274193548388,0.9984558881260416,0,Premium,1
5394-SVGJV,Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.8,3475.55,Yes,3,1,1,Established High-Value,25-48 months,93.9337837837838,1.0518047503272865,1,Premium,1
6979-TNDEU,Female,0,No,No,8,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.2,156.85,No,0,0,0,New Budget,7-12 months,19.60625,0.9792795664647752,1,Low,0
9777-WJJPR,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),88.65,2683.2,No,2,0,3,New High-Spend,25-48 months,86.55483870967741,1.0242061717352418,1,High,1
9283-LZQOH,Male,0,Yes,Yes,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.4,896.75,Yes,0,1,3,New High-Spend,13-24 months,68.98076923076923,1.078561471982158,1,Medium,1
7079-QRCBC,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,2407.3,Yes,3,1,3,New High-Spend,13-24 months,100.30416666666667,0.984505462551406,1,Premium,0
9495-SKLKD,Male,0,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.95,4456.65,No,3,0,1,Established High-Value,25-48 months,99.03666666666666,0.9688330921207634,1,Premium,1
6048-UWKAL,Female,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),105.4,6998.95,No,4,0,1,Established High-Value,49-72 months,101.4340579710145,1.0390987219511498,0,Premium,1
5067-DGXLL,Male,0,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.25,36.8,No,0,0,0,New Budget,0-6 months,18.4,1.1005434782608696,1,Low,0
5469-CTCWN,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,106.0,6547.7,Yes,4,1,1,Established High-Value,49-72 months,107.33934426229509,0.9875223360874812,0,Premium,0
9851-QXEEQ,Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.7,4346.4,Yes,4,1,1,Established High-Value,25-48 months,106.00975609756097,0.9876449475427942,1,Premium,0
6281-FKEWS,Female,0,No,No,44,No,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,49.05,2265.0,No,3,0,2,Established Budget,25-48 months,51.47727272727273,0.9528476821192052,0,Medium,0
8898-KASCD,Male,0,No,No,39,No,No,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,35.55,1309.15,No,2,0,2,Established Budget,25-48 months,33.56794871794872,1.0590459458427224,0,Low,0
9242-TKFSV,Male,0,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.1,4754.3,No,6,0,1,Established High-Value,49-72 months,66.03194444444445,0.985886460677702,0,Medium,1
9290-SHCMB,Female,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.85,1235.55,No,3,0,3,New High-Spend,13-24 months,95.04230769230767,1.0190198696936588,1,Premium,0
0743-HNPFG,Female,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),69.75,3562.5,No,4,0,1,Established High-Value,49-72 months,69.8529411764706,0.9985263157894736,0,Medium,1
2277-BKJKN,Female,1,Yes,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,99.2,7213.75,No,4,0,1,Established High-Value,49-72 months,101.60211267605634,0.9763576503205684,0,Premium,0
9809-IMGCQ,Male,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.7,2082.95,Yes,2,1,3,New High-Spend,13-24 months,94.67954545454543,1.0213399265464846,1,Premium,0
5208-HFSBT,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),55.05,102.75,Yes,2,1,3,New High-Spend,0-6 months,51.375,1.0715328467153284,1,Medium,1
5035-PGZXH,Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.8,5914.4,No,4,0,1,Established High-Value,49-72 months,105.61428571428571,1.011226836196402,0,Premium,0
8695-WDYEA,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,51.25,51.25,No,1,0,0,New Budget,0-6 months,51.25,1.0,1,Medium,0
6543-JXSOO,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,57.75,1282.85,No,3,0,3,New High-Spend,13-24 months,55.77608695652174,1.0353899520598668,0,Medium,0
8016-ZMGMO,Female,1,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),70.85,4738.85,No,3,0,1,Established High-Value,49-72 months,71.80075757575759,0.98675839074881,0,High,1
8605-ITULD,Female,0,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.55,19.55,No,0,0,0,New Budget,0-6 months,19.55,1.0,1,Low,0
3254-YRILK,Male,1,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.2,1775.8,Yes,2,1,3,New High-Spend,13-24 months,93.46315789473684,0.9436873521792996,1,Premium,0
6416-YJTTB,Male,0,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.5,795.65,No,2,0,3,New High-Spend,7-12 months,72.33181818181818,1.099101363664928,1,High,1
2667-WYLWJ,Female,0,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.75,145.0,Yes,0,1,0,New Budget,7-12 months,18.125,1.089655172413793,0,Low,0
4472-VESGY,Female,0,Yes,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),98.15,4993.4,No,4,0,1,Established High-Value,49-72 months,96.02692307692308,1.0221091841230423,1,Premium,1
3195-TQDZX,Male,0,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,20.25,61.45,No,0,0,0,New Budget,0-6 months,20.48333333333333,0.9886086248982912,1,Low,0
3128-YOVTD,Female,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.15,4018.55,No,2,0,1,Established High-Value,49-72 months,78.79509803921569,1.0045041121797664,1,High,1
0529-ONKER,Male,1,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.65,1146.65,Yes,0,1,3,New High-Spend,13-24 months,76.44333333333334,0.989621942179392,1,High,0
1728-CXQBE,Male,1,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,6081.4,No,3,0,1,Established High-Value,49-72 months,95.021875,0.9918768704574604,1,Premium,0
7041-TXQJH,Female,0,No,No,37,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),40.2,1478.85,No,2,0,2,Established Budget,25-48 months,39.96891891891892,1.0057815194238768,1,Medium,1
5014-GSOUQ,Male,0,No,No,13,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.95,243.65,No,0,0,0,New Budget,13-24 months,18.74230769230769,1.0644366919761952,0,Low,0
5724-BIDBU,Male,0,Yes,No,49,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,55.35,2633.95,No,1,0,2,Established Budget,49-72 months,53.754081632653055,1.029689249985763,0,Medium,0
0481-SUMCB,Female,1,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),102.15,4735.35,No,3,0,1,Established High-Value,25-48 months,105.23,0.9707307801957616,0,Premium,1
1769-GRUIK,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.1,1247.75,No,0,0,3,New High-Spend,13-24 months,69.31944444444444,1.025686235223402,1,Medium,0
5240-IJOQT,Male,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,Yes,0,1,3,New High-Spend,0-6 months,74.7,1.0,1,High,0
8819-WFGGJ,Male,0,Yes,No,68,No,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),54.1,3794.5,No,4,0,1,Established High-Value,49-72 months,55.8014705882353,0.9695084991434972,0,Medium,1
7427-AUFPY,Male,0,No,No,54,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.65,1008.7,No,0,0,2,Established Budget,49-72 months,18.67962962962963,1.0519480519480515,0,Low,1
2811-POVEX,Female,1,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.45,2130.55,No,3,0,3,New High-Spend,13-24 months,92.63260869565218,0.954847339888761,1,Premium,1
1092-GANHU,Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,76.65,1313.55,Yes,1,1,3,New High-Spend,13-24 months,77.26764705882353,0.9920063948840928,1,High,0
7898-PDWQE,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),80.4,5727.15,No,5,0,1,Established High-Value,49-72 months,80.66408450704225,0.996726120321626,0,High,1
9972-EWRJS,Female,0,Yes,Yes,67,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.25,1372.9,No,0,0,2,Established Budget,49-72 months,20.49104477611941,0.9394347731080194,0,Low,1
9314-IJWSQ,Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.8,1203.9,No,1,0,3,New High-Spend,13-24 months,85.99285714285715,0.9861284159813936,1,High,0
0661-XEYAN,Female,1,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.8,25.8,Yes,0,1,0,New Budget,0-6 months,25.8,1.0,1,Low,0
5799-JRCZO,Female,0,No,Yes,63,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.5,1215.1,No,0,0,2,Established Budget,49-72 months,19.287301587301585,1.0110278989383592,0,Low,1
1921-KYSAY,Female,0,No,No,41,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,68.6,2877.05,No,3,0,1,Established High-Value,25-48 months,70.1719512195122,0.9775985818807458,0,Medium,0
6198-RTPMF,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,92.6,1579.7,No,2,0,3,New High-Spend,13-24 months,92.9235294117647,0.9965183262644806,1,Premium,0
2924-KHUVI,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.55,5514.95,No,3,0,1,Established High-Value,49-72 months,98.48125,1.0210065367773054,0,Premium,0
1925-GMVBW,Female,0,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),20.55,96.1,No,0,0,0,New Budget,0-6 months,19.22,1.0691987513007286,1,Low,1
7881-EVUAD,Female,0,No,No,2,No,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,42.6,72.4,Yes,3,1,3,New High-Spend,0-6 months,36.2,1.1767955801104972,1,Medium,0
6184-DYUOB,Female,0,Yes,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.6,55.25,No,0,0,0,New Budget,0-6 months,18.416666666666668,1.0642533936651584,1,Low,0
9207-ZPANB,Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,67.45,2443.3,No,4,0,1,Established High-Value,25-48 months,66.03513513513514,1.0214259403266075,0,Medium,0
5766-XQXMQ,Female,0,No,No,29,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),68.85,1970.5,Yes,4,1,3,New High-Spend,25-48 months,67.94827586206897,1.0132707434661252,1,Medium,1
9327-QSDED,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,43.55,335.4,No,0,0,0,New Budget,7-12 months,41.925,1.0387596899224807,1,Medium,0
1656-DRSMG,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.85,7002.95,No,5,0,1,Established High-Value,49-72 months,111.15793650793653,0.9882335301551488,1,Premium,1
3012-VFFMN,Female,0,Yes,Yes,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.65,158.95,No,0,0,0,New Budget,7-12 months,22.707142857142856,0.9094054734193142,1,Low,0
2984-AFWNC,Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.4,293.15,No,3,0,3,New High-Spend,0-6 months,97.71666666666664,0.9762920006822448,1,Premium,0
0640-YJTPY,Male,0,Yes,Yes,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),21.0,1493.75,No,0,0,2,Established Budget,49-72 months,20.74652777777778,1.012217573221757,0,Low,1
8096-LOIST,Female,0,No,No,19,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,56.2,1093.4,No,1,0,3,New High-Spend,13-24 months,57.54736842105264,0.976586793488202,1,Medium,0
9764-REAFF,Female,0,Yes,No,59,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),18.4,1057.85,No,0,0,2,Established Budget,49-72 months,17.92966101694915,1.0262324526161557,0,Low,1
3703-VAVCL,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),90.0,190.05,Yes,3,1,3,New High-Spend,0-6 months,95.025,0.947119179163378,1,Premium,1
7107-UBYKY,Female,0,Yes,Yes,35,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.75,882.55,No,0,0,2,Established Budget,25-48 months,25.215714285714284,1.021188601212396,1,Low,0
4881-GQJTW,Male,0,No,No,14,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.6,300.4,No,0,0,0,New Budget,13-24 months,21.457142857142856,0.9134487350199736,1,Low,1
8519-QJGJD,Female,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,75.35,1025.95,Yes,1,1,3,New High-Spend,13-24 months,73.28214285714286,1.0282177494029925,1,High,0
7876-DNYAP,Female,0,Yes,Yes,69,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.8,1436.95,No,0,0,2,Established Budget,49-72 months,20.82536231884058,0.9507637704860992,0,Low,1
7905-NJMXS,Male,1,Yes,No,7,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,64.2,475.0,No,3,0,3,New High-Spend,7-12 months,67.85714285714286,0.9461052631578948,1,Medium,0
2882-WDTBA,Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.75,5388.15,No,5,0,1,Established High-Value,49-72 months,78.0891304347826,0.9700453773558644,0,High,1
2091-GPPIQ,Female,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,78.95,5730.15,No,4,0,1,Established High-Value,49-72 months,79.58541666666666,0.9920159158137224,0,High,0
6326-MTTXK,Male,0,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,100.85,819.55,Yes,3,1,3,New High-Spend,7-12 months,102.44375,0.984442681959612,1,Premium,0
5071-FBJFS,Female,0,Yes,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,50.3,217.1,No,1,0,0,New Budget,0-6 months,54.275,0.9267618608935974,1,Medium,0
2796-UUZZO,Male,0,Yes,Yes,63,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.3,4896.35,No,2,0,1,Established High-Value,49-72 months,77.71984126984128,1.033198198658184,1,High,1
2429-AYKKO,Male,0,No,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.85,1434.1,No,0,0,2,Established Budget,49-72 months,19.918055555555554,0.9965832229272716,0,Low,1
9798-OPFEM,Female,0,No,No,46,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Electronic check,21.1,937.1,No,0,0,2,Established Budget,25-48 months,20.371739130434783,1.035748586063387,0,Low,0
0330-IVZHA,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,Yes,0,1,3,New High-Spend,0-6 months,66.03,1.05936695441466,1,Medium,0
3794-NFNCH,Male,0,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,1474.9,No,1,0,0,New Budget,25-48 months,49.16333333333333,1.017018102922232,1,Medium,0
5193-QLVZB,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.75,6536.5,No,4,0,1,Established High-Value,49-72 months,103.75396825396824,1.009599938805171,0,Premium,1
7114-AEOZE,Female,0,No,No,60,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.85,1128.1,No,0,0,2,Established Budget,49-72 months,18.801666666666662,1.0557574683095472,0,Low,1
2886-KEFUM,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.5,6873.75,Yes,4,1,1,Established High-Value,49-72 months,109.10714285714286,0.9852700490998364,0,Premium,0
5522-NYKPB,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.9,2199.05,No,2,0,3,New High-Spend,25-48 months,87.962,0.9765580591619109,1,High,0
4237-RLAQD,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,Yes,0,1,0,New Budget,0-6 months,45.85,1.0,1,Medium,0
9957-YODKZ,Male,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.8,457.1,No,1,0,3,New High-Spend,0-6 months,76.18333333333334,1.0605994311966749,1,High,0
6518-KZXCB,Male,0,No,No,22,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.25,566.5,No,0,0,0,New Budget,13-24 months,25.75,0.9805825242718448,0,Low,0
2245-ADZFJ,Female,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.55,2471.6,No,4,0,1,Established High-Value,25-48 months,79.7290322580645,1.0102969736203269,0,High,1
7776-QGYJC,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.5,3107.3,No,2,0,3,New High-Spend,25-48 months,79.67435897435898,1.0229137836707107,1,High,1
9313-QOLTZ,Male,0,No,No,26,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.9,518.3,No,0,0,0,New Budget,25-48 months,19.934615384615384,1.048427551611036,1,Low,0
9651-GTSAQ,Female,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,5769.75,Yes,5,1,1,Established High-Value,49-72 months,108.8632075471698,0.974617617747736,0,Premium,1
3186-BAXNB,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.7,91.7,Yes,3,1,3,New High-Spend,0-6 months,91.7,1.0,1,Premium,0
4672-FOTSD,Male,0,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.25,832.3,No,3,0,3,New High-Spend,7-12 months,69.35833333333333,0.969602306860507,1,Medium,0
0637-YLETY,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.6,1555.65,Yes,3,1,3,New High-Spend,13-24 months,97.228125,0.9832545881142928,1,Premium,1
9818-XQCUV,Female,0,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.35,45.3,No,0,0,0,New Budget,0-6 months,22.65,0.8984547461368655,1,Low,0
7338-ERIVA,Male,0,No,Yes,39,No,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.05,1790.6,No,3,0,2,Established Budget,25-48 months,45.91282051282051,0.9812074165084328,0,Medium,1
1157-BQCUW,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,74.95,Yes,0,1,3,New High-Spend,0-6 months,74.95,1.0,1,High,0
8259-NFJTV,Female,0,Yes,Yes,7,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,34.65,246.6,No,2,0,0,New Budget,7-12 months,35.22857142857143,0.9835766423357664,1,Low,0
