customerID,TenureBand,ARPU,ChargeRatio,ServiceCount,ContractRiskFlag,ValueTier,AutoPayFlag
0562-KBDVM,49-72 months,43.68785714285715,1.0208786357765316,4,0,Medium,1
1131-SUEKT,49-72 months,100.74098360655738,0.9772586734361779,4,0,Premium,1
3717-OEAUQ,0-6 months,64.6,1.0944272445820435,0,1,Medium,0
4538-WNTMJ,25-48 months,25.345652173913045,0.9843897418303456,0,0,Low,0
3334-CTHOL,0-6 months,49.95,1.0,0,1,Medium,1
4704-ERYFC,13-24 months,70.63636363636364,0.9803732303732303,0,1,High,0
9432-RUVSL,25-48 months,102.171875,1.0032115002293929,5,0,Premium,1
8060-HIWJJ,49-72 months,88.00859375,0.9834266895100797,5,0,High,1
7684-XSZIY,49-72 months,22.822916666666668,1.0647193062528526,0,0,Low,1
9089-UOWJG,7-12 months,61.7125,0.9455134697184525,2,1,Medium,1
8621-MNIHH,25-48 months,94.63382352941177,0.9959441189725101,3,1,Premium,0
8039-ACLPL,49-72 months,67.89166666666667,1.0126426905609427,4,0,Medium,1
9885-AIBVB,25-48 months,84.14655172413794,1.0196496260629033,2,1,High,0
1934-MKPXS,25-48 months,18.804545454545455,1.0688905003625817,0,0,Low,1
2592-YKDIF,0-6 months,20.35,1.0,0,1,Low,0
2272-JKMSI,49-72 months,110.33790322580644,1.0041880148225029,5,0,Premium,0
0471-LVHGK,25-48 months,73.19999999999999,0.9972677595628416,3,0,High,0
9518-RWHZL,49-72 months,97.721875,1.0238239902785329,3,0,Premium,1
8714-CTZJW,0-6 months,79.9,1.036921151439299,2,1,High,1
3569-EDBPQ,13-24 months,80.75208333333333,1.0445550940378214,2,1,High,0
3131-NWVFJ,13-24 months,21.035714285714285,0.9293718166383702,0,0,Low,0
7521-YXVZY,0-6 months,19.433333333333334,1.0265866209262435,0,1,Low,0
5419-CONWX,0-6 months,110.7125,0.901433894095066,4,1,Premium,1
6240-EURKS,13-24 months,30.72222222222222,1.139240506329114,1,1,Low,0
2373-NTKOD,7-12 months,68.30625,0.9698966053618812,2,1,Medium,0
1970-KKFWL,25-48 months,22.774285714285714,1.0230836783339607,0,0,Low,1
6960-HVYXR,0-6 months,76.0,1.0,0,1,High,0
9337-SRRNI,49-72 months,25.36060606060606,0.9976102282232048,0,0,Low,1
0895-UADGO,7-12 months,42.93125,1.0377056340078614,3,0,Medium,0
5678-VFNEQ,49-72 months,104.39788732394366,0.997146615400182,4,0,Premium,1
5977-CKHON,25-48 months,93.93023255813954,0.9853057687546422,2,1,Premium,1
7024-OHCCK,0-6 months,85.425,1.0986245244366404,2,1,High,0
2692-BUCFV,25-48 months,101.67586206896551,0.9977786067964458,4,1,Premium,1
7861-UVUFT,13-24 months,87.22666666666667,0.9664475695505961,2,1,High,0
1830-GGFNM,49-72 months,93.51923076923077,1.0110220028788812,4,0,Premium,1
5302-BDJNT,25-48 months,97.66285714285713,0.9778538412029724,3,1,Premium,0
5223-UZAVK,49-72 months,103.184375,0.9720463975286956,4,0,Premium,1
4859-ZSRDZ,49-72 months,54.601724137931036,1.016451419369099,4,0,Medium,1
5651-WYIPH,13-24 months,48.09722222222222,1.0364423909904708,1,1,Medium,1
9350-VLHMB,49-72 months,95.12089552238807,0.9414335252859675,2,1,Premium,1
3498-LZGQZ,49-72 months,18.683333333333334,1.0249776984834968,0,0,Low,0
8785-CJSHH,49-72 months,99.7625,1.00037589274527,3,1,Premium,0
5357-TZHPP,7-12 months,81.38888888888889,1.0369965870307167,1,1,High,1
3870-SPZSI,49-72 months,112.415,1.00564871236045,6,0,Premium,1
0680-DFNNY,13-24 months,100.27,1.008277650344071,3,1,Premium,0
7560-QRBXH,25-48 months,19.514583333333334,1.022312373225152,0,0,Low,0
7077-XJMET,7-12 months,61.78333333333333,1.2001618559482061,4,1,Medium,0
8752-GHJFU,49-72 months,92.74929577464789,0.9919212780173723,4,0,Premium,0
6896-SRVYQ,25-48 months,70.96363636363637,1.0406738406354086,1,1,High,0
7767-UXAGJ,0-6 months,50.45,1.0,0,1,Medium,0
4652-ODEVH,25-48 months,24.183333333333334,1.011026878015162,0,0,Low,0
6510-UPNKS,13-24 months,26.754347826086956,0.9269521410579346,0,0,Low,1
6718-BDGHG,25-48 months,67.63255813953488,0.9588577126745066,2,0,Medium,1
9046-DQMTP,25-48 months,21.14,0.9815515610217597,0,1,Low,1
6439-LAJXL,7-12 months,65.98333333333333,1.0449608486991664,4,1,Medium,0
1571-SAVHK,7-12 months,94.39583333333333,1.0588391083645996,3,1,Premium,0
9052-VKDUW,49-72 months,111.19153846153846,0.9838878165881467,5,1,Premium,1
9546-CQJSU,0-6 months,96.8,0.944214876033058,2,1,Premium,0
1666-JZPZT,25-48 months,47.827777777777776,1.024509234522012,0,1,Medium,0
5777-KJIRB,25-48 months,50.58875,0.9933038471992292,1,0,Medium,0
0506-LVNGN,0-6 months,69.92999999999999,1.0803660803660804,1,1,Medium,1
7677-SJJJK,7-12 months,19.24375,1.0341019811627152,0,0,Low,1
2480-EJWYP,49-72 months,94.11724137931034,1.039129479006375,3,0,Premium,1
3253-HKOKL,49-72 months,100.85480769230769,0.9944989465053533,4,0,Premium,0
7055-HNEOJ,0-6 months,51.51666666666667,1.0831446133937235,2,1,Medium,0
5514-YQENT,25-48 months,109.93048780487804,1.0110934847963793,6,0,Premium,0
3211-AAPKX,13-24 months,101.5975,0.9700041831737986,3,1,Premium,0
8445-DNBAE,0-6 months,50.05,1.0,0,1,Medium,0
2951-QOQTK,0-6 months,83.1125,0.9721762671078358,1,1,High,1
2958-NHPPS,13-24 months,20.604347826086954,1.0119223464866007,0,1,Low,0
6806-YDEUL,0-6 months,17.8,1.095505617977528,0,1,Low,1
1735-XMJVH,7-12 months,19.075,1.0144167758846658,0,1,Low,0
6890-PFRQX,13-24 months,66.63333333333334,1.0430215107553775,3,1,Medium,0
0222-CNVPT,49-72 months,49.135576923076925,0.9931703880550282,3,1,Medium,1
5899-OUVKV,25-48 months,96.1032258064516,0.9833176691729324,3,1,Premium,0
8681-ICONS,25-48 months,22.58103448275862,0.9144842330304649,0,1,Low,0
1621-YNCJH,25-48 months,106.51111111111112,0.995670769872731,5,0,Premium,1
3473-XIIIT,13-24 months,95.921875,1.0425150676005863,3,1,Premium,0
6362-QHAFM,25-48 months,109.19404761904761,0.9918123044383634,4,0,Premium,0
7893-IXHRQ,0-6 months,20.55,1.0,0,1,Low,0
3070-BDOQC,49-72 months,99.0175,1.0063877597394402,4,0,Premium,0
2952-QAYZF,0-6 months,84.83,1.0055404927502063,2,1,High,0
6234-PFPXL,13-24 months,101.58863636363635,0.9440032215485806,3,1,Premium,1
9824-QCJPK,25-48 months,18.520833333333332,1.079865016872891,0,0,Low,0
4763-PGDPO,0-6 months,70.25,1.002135231316726,0,1,Medium,0
4283-IVYCI,7-12 months,60.86666666666666,1.0670865279299016,3,1,Medium,0
1866-OBPNR,0-6 months,74.6,1.0,1,1,High,1
8205-MQUGY,7-12 months,47.59583333333333,1.0337039306662,1,1,Medium,0
8970-ANWXO,13-24 months,76.37391304347825,0.9656438574518958,3,0,High,0
9480-BQJEI,49-72 months,92.44274193548387,0.9984558881260415,3,0,Premium,1
5394-SVGJV,25-48 months,93.9337837837838,1.0518047503272863,3,1,Premium,1
6979-TNDEU,7-12 months,19.60625,0.9792795664647752,0,1,Low,0
9777-WJJPR,25-48 months,86.55483870967741,1.0242061717352418,2,1,High,1
9283-LZQOH,13-24 months,68.98076923076923,1.078561471982158,0,1,Medium,1
7079-QRCBC,13-24 months,100.30416666666667,0.984505462551406,3,1,Premium,0
9495-SKLKD,25-48 months,99.03666666666666,0.9688330921207634,3,1,Premium,1
6048-UWKAL,49-72 months,101.4340579710145,1.0390987219511498,4,0,Premium,1
5067-DGXLL,0-6 months,18.4,1.1005434782608696,0,1,Low,0
5469-CTCWN,49-72 months,107.33934426229509,0.9875223360874811,4,0,Premium,0
9851-QXEEQ,25-48 months,106.00975609756097,0.9876449475427942,4,1,Premium,0
6281-FKEWS,25-48 months,51.47727272727273,0.9528476821192052,3,0,Medium,0
8898-KASCD,25-48 months,33.56794871794872,1.0590459458427224,2,0,Low,0
9242-TKFSV,49-72 months,66.03194444444445,0.9858864606777021,6,0,Medium,1
9290-SHCMB,13-24 months,95.04230769230769,1.0190198696936588,3,1,Premium,0
0743-HNPFG,49-72 months,69.8529411764706,0.9985263157894736,4,0,Medium,1
2277-BKJKN,49-72 months,101.60211267605634,0.9763576503205684,4,0,Premium,0
9809-IMGCQ,13-24 months,94.67954545454545,1.0213399265464846,2,1,Premium,0
5208-HFSBT,0-6 months,51.375,1.0715328467153284,2,1,Medium,1
5035-PGZXH,49-72 months,105.61428571428571,1.011226836196402,4,0,Premium,0
8695-WDYEA,0-6 months,51.25,1.0,1,1,Medium,0
6543-JXSOO,13-24 months,55.77608695652174,1.0353899520598668,3,0,Medium,0
8016-ZMGMO,49-72 months,71.80075757575759,0.9867583907488101,3,0,High,1
8605-ITULD,0-6 months,19.55,1.0,0,1,Low,0
3254-YRILK,13-24 months,93.46315789473684,0.9436873521792996,2,1,Premium,0
6416-YJTTB,7-12 months,72.33181818181818,1.099101363664928,2,1,High,1
2667-WYLWJ,7-12 months,18.125,1.089655172413793,0,0,Low,0
4472-VESGY,49-72 months,96.02692307692307,1.0221091841230425,4,1,Premium,1
3195-TQDZX,0-6 months,20.483333333333334,0.9886086248982913,0,1,Low,0
3128-YOVTD,49-72 months,78.79509803921569,1.0045041121797664,2,1,High,1
0529-ONKER,13-24 months,76.44333333333334,0.9896219421793921,0,1,High,0
1728-CXQBE,49-72 months,95.021875,0.9918768704574605,3,1,Premium,0
7041-TXQJH,25-48 months,39.96891891891892,1.0057815194238768,2,1,Medium,1
5014-GSOUQ,13-24 months,18.742307692307694,1.0644366919761952,0,0,Low,0
5724-BIDBU,49-72 months,53.754081632653055,1.029689249985763,1,0,Medium,0
0481-SUMCB,25-48 months,105.23,0.9707307801957616,3,0,Premium,1
1769-GRUIK,13-24 months,69.31944444444444,1.025686235223402,0,1,Medium,0
5240-IJOQT,0-6 months,74.7,1.0,0,1,High,0
8819-WFGGJ,49-72 months,55.8014705882353,0.9695084991434971,4,0,Medium,1
7427-AUFPY,49-72 months,18.67962962962963,1.0519480519480517,0,0,Low,1
2811-POVEX,13-24 months,92.63260869565218,0.954847339888761,3,1,Premium,1
1092-GANHU,13-24 months,77.26764705882353,0.9920063948840928,1,1,High,0
7898-PDWQE,49-72 months,80.66408450704225,0.9967261203216261,5,0,High,1
9972-EWRJS,49-72 months,20.491044776119406,0.9394347731080194,0,0,Low,1
9314-IJWSQ,13-24 months,85.99285714285715,0.9861284159813937,1,1,High,0
0661-XEYAN,0-6 months,25.8,1.0,0,1,Low,0
5799-JRCZO,49-72 months,19.287301587301585,1.0110278989383592,0,0,Low,1
1921-KYSAY,25-48 months,70.1719512195122,0.9775985818807458,3,0,Medium,0
6198-RTPMF,13-24 months,92.9235294117647,0.9965183262644806,2,1,Premium,0
2924-KHUVI,49-72 months,98.48125,1.0210065367773054,3,0,Premium,0
1925-GMVBW,0-6 months,19.22,1.0691987513007286,0,1,Low,1
7881-EVUAD,0-6 months,36.2,1.1767955801104972,3,1,Medium,0
6184-DYUOB,0-6 months,18.416666666666668,1.0642533936651584,0,1,Low,0
9207-ZPANB,25-48 months,66.03513513513514,1.0214259403266075,4,0,Medium,0
5766-XQXMQ,25-48 months,67.94827586206897,1.0132707434661252,4,1,Medium,1
9327-QSDED,7-12 months,41.925,1.0387596899224807,0,1,Medium,0
1656-DRSMG,49-72 months,111.15793650793651,0.9882335301551488,5,1,Premium,1
3012-VFFMN,7-12 months,22.707142857142856,0.9094054734193142,0,1,Low,0
2984-AFWNC,0-6 months,97.71666666666665,0.9762920006822448,3,1,Premium,0
0640-YJTPY,49-72 months,20.74652777777778,1.0122175732217573,0,0,Low,1
8096-LOIST,13-24 months,57.54736842105264,0.9765867934882019,1,1,Medium,0
9764-REAFF,49-72 months,17.92966101694915,1.0262324526161555,0,0,Low,1
3703-VAVCL,0-6 months,95.025,0.947119179163378,3,1,Premium,1
7107-UBYKY,25-48 months,25.215714285714284,1.0211886012123959,0,1,Low,0
4881-GQJTW,13-24 months,21.457142857142856,0.9134487350199735,0,1,Low,1
8519-QJGJD,13-24 months,73.28214285714286,1.0282177494029923,1,1,High,0
7876-DNYAP,49-72 months,20.82536231884058,0.9507637704860991,0,0,Low,1
7905-NJMXS,7-12 months,67.85714285714286,0.9461052631578947,3,1,Medium,0
2882-WDTBA,49-72 months,78.0891304347826,0.9700453773558643,5,0,High,1
2091-GPPIQ,49-72 months,79.58541666666666,0.9920159158137223,4,0,High,0
6326-MTTXK,7-12 months,102.44375,0.9844426819596119,3,1,Premium,0
5071-FBJFS,0-6 months,54.275,0.9267618608935974,1,1,Medium,0
2796-UUZZO,49-72 months,77.71984126984128,1.033198198658184,2,1,High,1
2429-AYKKO,49-72 months,19.918055555555554,0.9965832229272716,0,0,Low,1
9798-OPFEM,25-48 months,20.371739130434783,1.035748586063387,0,0,Low,0
0330-IVZHA,0-6 months,66.03,1.05936695441466,0,1,Medium,0
3794-NFNCH,25-48 months,49.163333333333334,1.017018102922232,1,1,Medium,0
5193-QLVZB,49-72 months,103.75396825396825,1.009599938805171,4,0,Premium,1
7114-AEOZE,49-72 months,18.801666666666666,1.0557574683095472,0,0,Low,1
2886-KEFUM,49-72 months,109.10714285714286,0.9852700490998363,4,0,Premium,0
5522-NYKPB,25-48 months,87.962,0.9765580591619109,2,1,High,0
4237-RLAQD,0-6 months,45.85,1.0,0,1,Medium,0
9957-YODKZ,0-6 months,76.18333333333334,1.0605994311966747,1,1,High,0
6518-KZXCB,13-24 months,25.75,0.9805825242718447,0,0,Low,0
2245-ADZFJ,25-48 months,79.7290322580645,1.0102969736203269,4,0,High,1
7776-QGYJC,25-48 months,79.67435897435898,1.0229137836707107,2,1,High,1
9313-QOLTZ,25-48 months,19.934615384615384,1.048427551611036,0,1,Low,0
9651-GTSAQ,49-72 months,108.86320754716981,0.974617617747736,5,0,Premium,1
3186-BAXNB,0-6 months,91.7,1.0,3,1,Premium,0
4672-FOTSD,7-12 months,69.35833333333333,0.969602306860507,3,1,Medium,0
0637-YLETY,13-24 months,97.228125,0.9832545881142929,3,1,Premium,1
9818-XQCUV,0-6 months,22.65,0.8984547461368655,0,1,Low,0
7338-ERIVA,25-48 months,45.91282051282051,0.9812074165084329,3,0,Medium,1
1157-BQCUW,0-6 months,74.95,1.0,0,1,High,0
8259-NFJTV,7-12 months,35.22857142857143,0.9835766423357664,2,1,Low,0
3223-DWFIO,0-6 months,65.4125,1.0601949168736862,0,1,Medium,0
2660-EMUBI,7-12 months,89.83500000000001,1.0613903267100795,2,1,High,0
6968-GMKPR,49-72 months,81.99090909090908,0.9946224636877703,2,1,High,0
4751-ERMAN,49-72 months,76.11458333333333,0.9906117421650473,4,0,High,1
1436-ZMJAN,7-12 months,65.315,1.038046390568782,3,1,Medium,1
3292-PBZEJ,7-12 months,107.55,1.0357973035797305,5,1,Premium,0
0799-DDIHE,13-24 months,42.63,1.0860896082570959,0,1,Medium,0
3070-FNFZQ,13-24 months,20.815217391304348,0.9800522193211487,0,0,Low,1
2812-SFXMJ,0-6 months,20.05,1.0,0,1,Low,0
7675-OZCZG,0-6 months,42.36666666666667,1.0621557828481512,0,1,Medium,0
5014-WUQMG,25-48 months,93.43510638297872,1.0285213312231722,4,0,Premium,0
5312-TSZVC,13-24 months,18.040000000000003,1.0892461197339243,0,0,Low,0
2003-CKLOR,49-72 months,101.67424242424242,0.9786156024141272,4,1,Premium,0
0993-OSGPT,49-72 months,58.46911764705882,1.0372997308785432,3,0,Medium,1
9254-RBFON,13-24 months,100.29117647058824,0.9831373354057302,4,0,Premium,1
1205-WNWPJ,7-12 months,59.42142857142857,1.0013222743118164,2,1,Medium,0
9391-EOYLI,7-12 months,79.18333333333334,1.0159966322879395,1,1,High,0
7108-DGVUU,13-24 months,71.28809523809524,1.0057780301259143,3,0,High,1
2782-JEEBU,13-24 months,37.15,0.9690444145356663,2,1,Medium,0
5127-BZENZ,49-72 months,62.71696428571429,1.039591133636092,2,0,Medium,1
2720-FVBQP,0-6 months,45.541666666666664,1.0748398902104301,0,1,Medium,1
9906-NHHVC,49-72 months,54.121538461538464,0.9885158759487194,4,0,Medium,1
4522-XRWWI,25-48 months,80.37857142857143,1.0008886519150448,4,0,High,1
3766-EJLFL,49-72 months,110.41985294117647,0.9875941426773478,5,0,Premium,1
5939-SXWHM,25-48 months,25.938541666666666,1.0139351833259709,0,0,Low,1
8152-UOBNY,49-72 months,106.959,0.9985134490786188,4,0,Premium,0
7351-KYHQH,7-12 months,70.52142857142857,0.9209966575508964,3,1,High,0
7643-RCHXS,49-72 months,20.06111111111111,0.9645527554693992,0,0,Low,0
8246-SHFGA,13-24 months,22.679411764705883,0.9303592270782001,0,1,Low,1
8387-MOJJT,25-48 months,80.57142857142857,0.9674645390070923,1,1,High,1
0620-XEFWH,0-6 months,21.05,0.8954869358669834,0,1,Low,0
6485-QXWWE,49-72 months,26.43064516129032,0.9837065966925002,0,0,Low,1
2761-OCIAX,0-6 months,82.7,0.9032648125755743,1,1,High,0
7321-VGNKU,0-6 months,60.125,1.17006237006237,0,1,Medium,0
5327-CNLUQ,25-48 months,93.19687499999999,1.0397344331556182,4,0,Premium,1
7552-KEYGT,25-48 months,19.27962962962963,1.0140236288540967,0,0,Low,1
5816-JMLGY,49-72 months,81.68357142857144,0.9842860515753298,5,0,High,1
3068-OMWZA,0-6 months,88.8,1.0,2,1,High,0
2927-QRRQV,25-48 months,93.75,1.0096,3,0,Premium,0
6032-KRXXO,25-48 months,91.845,0.9826337851815559,2,1,Premium,0
7459-RRWQZ,13-24 months,66.30333333333333,0.9750640993414108,2,1,Medium,1
6265-SXWBU,49-72 months,94.3659420289855,1.014666922633903,3,0,Premium,1
7941-RCJOW,49-72 months,18.74846153846154,1.0427522258236572,0,0,Low,1
6374-NTQLP,49-72 months,103.44027777777778,1.0063778079138526,5,0,Premium,1
4154-AQUGT,13-24 months,89.94999999999999,0.9899944413563092,3,1,High,1
2387-KDZQY,13-24 months,16.441176470588236,1.2225402504472274,0,0,Low,0
3584-WKTTW,49-72 months,112.16372549019609,0.9945283068343719,5,0,Premium,0
3399-BMLVW,49-72 months,61.20490196078431,0.9884829165932499,3,0,Medium,1
1971-DTCZB,49-72 months,89.84166666666667,1.0123365179482422,6,0,High,1
3092-IGHWF,49-72 months,88.34029850746269,0.989355950530513,2,0,High,0
3374-PZLXD,25-48 months,19.870588235294118,0.9914150384843102,0,1,Low,0
3813-DHBBB,49-72 months,52.56268656716418,0.9693187949001904,4,0,Medium,1
2812-REYAT,49-72 months,18.838775510204083,1.0642942259776837,0,0,Low,1
6518-PPLMZ,49-72 months,20.95,0.9260143198090692,0,0,Low,0
4939-KYYPY,25-48 months,59.69074074074074,0.9959668662550802,2,1,Medium,0
8017-LXHFA,13-24 months,99.72173913043478,0.9501438786187653,3,1,Premium,0
5930-GBIWP,49-72 months,80.48188405797102,1.0126502498536893,5,0,High,1
6022-KOUQO,0-6 months,22.375,1.2983240223463688,1,1,Low,1
6352-TWCAU,25-48 months,86.54571428571428,0.9988940609421941,1,1,High,0
2361-UPSND,25-48 months,70.24021739130436,1.0051221739063152,4,0,Medium,0
6035-RIIOM,49-72 months,94.9898148148148,1.0232676017896656,3,0,Premium,1
2929-QNSRW,49-72 months,98.36339285714287,0.9988472046983216,3,0,Premium,0
1262-OPMFY,7-12 months,72.87777777777778,1.0394114956548255,1,1,High,1
9504-DSHWM,13-24 months,59.56,0.9939556749496307,2,1,Medium,1
5035-BVCXS,7-12 months,78.76363636363637,0.9636426592797784,1,1,High,0
6267-DCFFZ,25-48 months,87.57333333333332,1.0282810596833132,2,1,High,0
3533-UVMOM,49-72 months,69.72720588235293,1.0175368294509066,4,0,Medium,1
2439-LYPMQ,25-48 months,105.50526315789473,0.9724633343310386,4,1,Premium,0
4248-QPAVC,13-24 months,86.08529411764707,0.9914585397519559,2,1,High,1
1899-VXWXM,25-48 months,105.89166666666667,1.001967419532541,4,0,Premium,1
1478-VPOAD,0-6 months,43.8,1.0,0,1,Medium,0
9995-HOTOH,49-72 months,58.85079365079365,1.002535332829863,5,0,Medium,0
2988-PLAHS,0-6 months,73.48333333333333,0.9519165343615332,3,0,High,0
1371-OJCEK,25-48 months,23.618750000000002,1.030960571579783,0,0,Low,1
4999-IEZLT,49-72 months,30.047727272727276,0.9801074048861659,1,0,Low,1
8883-ANODQ,49-72 months,84.51102941176471,0.9986862139470135,2,0,High,1
4690-LLKUA,13-24 months,45.32941176470588,0.9938359719698936,0,1,Medium,0
2351-RRBUE,7-12 months,19.150000000000002,1.0783289817232373,0,0,Low,0
5980-BDHPY,49-72 months,86.52916666666667,1.0065970048634854,6,0,High,1
1498-DQNRX,25-48 months,19.760344827586206,1.004537125905244,0,1,Low,0
9469-WEJBT,25-48 months,92.41351351351352,0.9776708683063784,3,1,Premium,0
3331-HQDTW,25-48 months,105.50735294117646,1.0406857620740122,5,1,Premium,0
9490-DFPMD,25-48 months,84.31785714285714,1.0039391757380662,1,1,High,0
2581-VKIRT,49-72 months,64.42881355932204,1.016625891142504,3,0,Medium,0
5442-XSDCW,7-12 months,78.95454545454545,1.0069084628670122,1,1,High,1
7426-WEIJX,49-72 months,80.985,0.9995678212014572,1,1,High,0
2851-MMUTZ,25-48 months,53.30925925925926,1.0532879424740333,2,1,Medium,0
3049-NDXFL,0-6 months,85.8,1.0,1,1,High,0
8580-AECUZ,0-6 months,79.1,1.0,1,1,High,0
3307-TLCUD,13-24 months,34.86764705882353,0.9865879375790805,2,1,Low,0
6625-FLENO,49-72 months,20.44741379310345,1.0147982629959102,0,0,Low,0
2967-MXRAV,0-6 months,18.8,1.0,0,0,Low,0
7963-GQRMY,0-6 months,44.833333333333336,0.9881040892193308,0,1,Medium,0
8189-HBVRW,49-72 months,92.85283018867923,0.9778915711615054,3,1,Premium,0
4163-KIUHY,25-48 months,25.75,0.9941747572815535,0,1,Low,0
1228-FZFRV,49-72 months,106.836,0.9917069152720057,4,1,Premium,1
3500-NSDOA,49-72 months,71.46985294117647,0.9906274755913126,3,0,High,1
1171-TYKUR,25-48 months,24.238297872340425,1.0479283707865168,0,1,Low,0
3761-FLYZI,49-72 months,108.96076923076923,0.9985245218815523,4,1,Premium,1
2058-DCJBE,0-6 months,64.92,1.0743992606284658,0,1,Medium,0
5364-XYIRR,49-72 months,94.36764705882354,1.0029920523609164,2,1,Premium,0
4829-AUOAX,25-48 months,95.6413043478261,1.0042732128650982,2,1,Premium,1
1219-NNDDO,7-12 months,73.72777777777777,1.0423479767915003,0,1,High,0
8388-DMKAE,7-12 months,21.83125,0.9275694245634125,0,0,Low,0
4403-BWPAY,13-24 months,22.978571428571428,1.0792663972645322,0,0,Low,1
9659-QEQSY,25-48 months,113.9,1.0153643546971027,6,1,Premium,0
5405-ZMYXQ,7-12 months,68.6125,1.0872654399708508,0,1,Medium,1
5047-LHVLY,0-6 months,50.15,1.0,1,1,Medium,0
1442-OKRJE,49-72 months,106.53484848484848,0.9682277814913317,5,0,Premium,1
4737-AQCPU,49-72 months,69.67569444444445,1.0347941355286894,4,0,Medium,1
9158-VCTQB,25-48 months,112.07195121951219,1.0136345335640213,6,1,Premium,1
2808-CHTDM,13-24 months,26.584782608695654,0.944149153651157,0,0,Low,0
6311-UEUME,25-48 months,82.21206896551725,0.9597131052995826,1,1,High,0
0793-TWELN,0-6 months,79.9625,1.0023448491480382,1,1,High,0
3283-WCWXT,0-6 months,25.55,0.9941291585127201,0,0,Low,0
1060-ENTOF,49-72 months,105.0089552238806,1.0037239183580646,5,0,Premium,1
0999-QXNSA,7-12 months,49.17142857142857,0.9304183614177803,0,1,Medium,0
5451-MHQOF,49-72 months,25.56517857142857,0.9563790032480005,0,0,Low,0
4836-WNFNO,49-72 months,25.683333333333334,0.9733939000648929,0,0,Low,1
9225-BZLNZ,49-72 months,84.48750000000001,1.0090250036987718,5,0,High,0
0354-VXMJC,13-24 months,18.55,1.0566037735849056,0,0,Low,1
4422-QVIJA,25-48 months,47.29571428571428,1.0603497749720603,0,1,Medium,0
9365-SRSZE,25-48 months,71.9962962962963,0.9799115180822059,0,1,High,0
6839-ITVZJ,25-48 months,62.159615384615385,0.9660613185657271,2,1,Medium,0
8332-OSJDW,7-12 months,26.245833333333334,1.0058739482457533,0,0,Low,0
4735-BJKOU,25-48 months,20.12125,1.0014288376716158,0,0,Low,0
0274-JKUJR,7-12 months,66.52857142857142,0.8845823491518146,5,1,Medium,0
5740-YHGTW,49-72 months,95.27214285714285,1.0239089525494636,3,1,Premium,1
8917-SZTTJ,49-72 months,19.3625,1.0148482892188508,0,0,Low,1
1696-MZVAU,25-48 months,24.30128205128205,1.0390398311791085,0,0,Low,1
7359-WWYJV,49-72 months,116.32013888888888,0.9839224840448715,6,0,Premium,1
0375-HVGXO,0-6 months,34.7,1.0,1,1,Low,0
4906-ZHGPK,49-72 months,69.81481481481481,1.0126790450928382,3,0,Medium,0
8593-WHYHV,0-6 months,88.26666666666667,0.9663897280966767,1,1,High,0
3795-GWTRD,49-72 months,74.72777777777779,1.011002899412683,5,0,High,1
1298-PHBTI,49-72 months,86.65352112676055,0.9786099733437359,2,0,High,0
6223-DHJGV,25-48 months,22.811904761904763,0.9052290992589499,0,0,Low,0
6961-MJKBO,25-48 months,20.06382978723404,1.0192470837751857,0,0,Low,1
6097-EQISJ,49-72 months,100.22954545454544,1.0221536926600305,4,0,Premium,1
4423-YLHDV,13-24 months,104.77380952380952,0.9964322236109534,4,1,Premium,1
8158-WPEZG,7-12 months,38.64545454545455,0.9224888261585509,2,1,Medium,0
0107-YHINA,0-6 months,99.75,1.0,3,1,Premium,0
4918-FYJNT,49-72 months,91.72363636363637,0.9861144148430065,3,1,Premium,0
0727-BNRLG,49-72 months,97.73260869565217,0.9991547478701871,4,0,Premium,1
4854-CIDCF,0-6 months,65.46666666666667,1.1280549898167005,1,1,Medium,0
8640-SDGKB,0-6 months,74.925,0.9929929929929932,4,1,High,0
3280-MRDOF,25-48 months,69.79666666666667,0.9900186255313052,3,0,Medium,1
6435-SRWBJ,0-6 months,83.55,0.990424895272292,2,1,High,0
9964-WBQDJ,49-72 months,24.301408450704226,1.004057030253854,0,0,Low,1
6303-KFWSL,25-48 months,55.86896551724138,0.9889211208492779,1,0,Medium,0
1702-CCFNJ,49-72 months,60.95288461538462,1.006515120442965,2,1,Medium,1
8932-CZHRQ,49-72 months,76.9595588235294,0.997277026704247,4,0,High,1
0386-CWRGM,25-48 months,21.04021739130435,0.9220437051195949,0,0,Low,0
5515-RUGKN,7-12 months,54.75625,0.9998858577787924,1,1,Medium,1
0404-AHASP,49-72 months,19.748611111111114,0.9975385048174975,0,0,Low,1
7279-NMVJC,13-24 months,19.008823529411764,1.046882252823766,0,0,Low,1
2081-VEYEH,0-6 months,106.2,1.0164783427495292,5,1,Premium,0
6407-UTSLV,0-6 months,81.85,1.0238240684178375,2,1,High,1
4116-TZAQJ,7-12 months,71.07222222222222,1.0447119518486672,1,1,High,1
9060-HJJRW,49-72 months,57.42156862745098,0.9822093221785897,4,0,Medium,1
2587-YNLES,0-6 months,16.724999999999998,1.2017937219730943,0,0,Low,0
7398-SKNQZ,0-6 months,91.06666666666666,1.0420937042459737,2,1,Premium,0
5935-FCCNB,13-24 months,94.59705882352942,0.9958026303516462,2,1,Premium,0
1958-RNRKS,25-48 months,48.065000000000005,1.0381774680120668,0,1,Medium,0
5136-RGMZO,25-48 months,69.94032258064516,1.0158660609275187,3,1,Medium,0
8345-MVDYC,25-48 months,80.41555555555556,1.0153508165915937,5,0,High,1
